,CustomerID,Recency,Frequency,Monetary,R_score,M_score,F_score,RFM,RFM_score,Loyality
882,13521.0,1,3,1071.73,4,2,2,422,2.5,Gold
883,13522.0,30,1,125.80000000000001,3,1,1,311,1.5,Silver
884,13523.0,33,5,3964.88,3,4,2,324,3.1500000000000004,Platinum
885,13524.0,40,5,680.1800000000001,3,2,2,322,2.25,Gold
886,13525.0,14,2,628.78,4,2,1,412,2.2,Gold
887,13527.0,33,7,2242.36,3,3,3,333,3.0,Gold
888,13529.0,78,2,307.76,2,1,1,211,1.25,Bronze
889,13531.0,205,2,483.79999999999995,1,2,1,112,1.4500000000000002,Silver
890,13532.0,33,1,210.31,3,1,1,311,1.5,Silver
891,13533.0,182,3,269.09,1,1,2,121,1.3,Bronze
892,13534.0,2,25,5870.08,4,4,4,444,4.0,Platinum
893,13536.0,1,7,3444.39,4,4,3,434,3.7,Platinum
894,13538.0,43,7,1280.85,3,3,3,333,3.0,Gold
895,13539.0,85,3,631.3399999999999,2,2,2,222,2.0,Silver
896,13544.0,39,2,276.06,3,1,1,311,1.5,Silver
897,13546.0,12,3,621.09,4,2,2,422,2.5,Gold
898,13548.0,96,2,678.16,2,2,1,212,1.7000000000000002,Silver
899,13549.0,25,7,918.1999999999999,3,2,3,332,2.55,Gold
900,13551.0,319,1,91.80000000000001,1,1,1,111,1.0,Bronze
901,13552.0,66,12,3740.07,2,4,3,234,3.2,Platinum
902,13555.0,73,4,4098.88,2,4,2,224,2.9000000000000004,Gold
903,13557.0,28,2,584.06,3,2,1,312,1.9500000000000002,Silver
904,13558.0,5,4,594.52,4,2,2,422,2.5,Gold
905,13560.0,7,1,171.42000000000002,4,1,1,411,1.75,Silver
906,13561.0,215,1,141.85999999999999,1,1,1,111,1.0,Bronze
907,13562.0,81,3,1799.33,2,3,2,223,2.45,Gold
908,13563.0,84,2,777.53,2,2,1,212,1.7000000000000002,Silver
909,13564.0,144,3,1724.67,1,3,2,123,2.2,Gold
910,13565.0,19,2,240.21999999999997,3,1,1,311,1.5,Silver
911,13566.0,40,2,856.8399999999999,3,2,1,312,1.9500000000000002,Silver
912,13568.0,173,1,187.05,1,1,1,111,1.0,Bronze
913,13569.0,17,2,338.62,4,1,1,411,1.75,Silver
914,13570.0,243,1,239.49,1,1,1,111,1.0,Bronze
915,13571.0,12,12,2088.94,4,3,3,433,3.25,Platinum
916,13572.0,205,1,1384.25,1,3,1,113,1.9000000000000001,Silver
917,13573.0,50,2,290.25,3,1,1,311,1.5,Silver
918,13575.0,23,5,732.07,3,2,2,322,2.25,Gold
919,13576.0,10,18,6717.34,4,4,4,444,4.0,Platinum
920,13577.0,25,4,1687.6,3,3,2,323,2.7,Gold
921,13579.0,14,2,467.03999999999996,4,2,1,412,2.2,Gold
922,13581.0,309,1,118.0,1,1,1,111,1.0,Bronze
923,13583.0,155,1,781.03,1,2,1,112,1.4500000000000002,Silver
924,13584.0,306,1,142.4,1,1,1,111,1.0,Bronze
925,13587.0,63,1,712.4,2,2,1,212,1.7000000000000002,Silver
926,13588.0,15,9,2478.95,4,3,3,433,3.25,Platinum
927,13589.0,14,2,379.65,4,1,1,411,1.75,Silver
928,13590.0,11,6,1981.9199999999996,4,3,3,433,3.25,Platinum
929,13591.0,64,3,1117.13,2,3,2,223,2.45,Gold
930,13592.0,35,4,247.95999999999998,3,1,2,321,1.8,Silver
931,13593.0,108,5,2011.88,2,3,2,223,2.45,Gold
932,13594.0,52,1,396.97,2,1,1,211,1.25,Bronze
933,13596.0,5,2,664.11,4,2,1,412,2.2,Gold
934,13598.0,47,1,160.04,3,1,1,311,1.5,Silver
935,13599.0,1,21,5149.920000000001,4,4,4,444,4.0,Platinum
936,13600.0,312,1,219.52,1,1,1,111,1.0,Bronze
937,13601.0,45,2,693.3199999999999,3,2,1,312,1.9500000000000002,Silver
938,13602.0,64,1,428.89,2,2,1,212,1.7000000000000002,Silver
939,13603.0,26,1,164.34,3,1,1,311,1.5,Silver
940,13606.0,29,3,276.75,3,1,2,321,1.8,Silver
941,13607.0,40,1,675.51,3,2,1,312,1.9500000000000002,Silver
942,13610.0,12,7,1082.33,4,2,3,432,2.8,Gold
943,13611.0,89,3,1154.4,2,3,2,223,2.45,Gold
944,13614.0,24,4,1585.46,3,3,2,323,2.7,Gold
945,13615.0,318,1,417.69,1,2,1,112,1.4500000000000002,Silver
946,13617.0,40,3,544.1800000000001,3,2,2,322,2.25,Gold
947,13618.0,173,1,177.34,1,1,1,111,1.0,Bronze
948,13621.0,116,1,213.85,2,1,1,211,1.25,Bronze
949,13623.0,30,5,727.74,3,2,2,322,2.25,Gold
950,13626.0,252,1,257.23,1,1,1,111,1.0,Bronze
951,13627.0,59,5,1638.47,2,3,2,223,2.45,Gold
952,13629.0,23,11,7792.360000000001,3,4,3,334,3.45,Platinum
953,13630.0,5,7,2031.78,4,3,3,433,3.25,Platinum
954,13631.0,99,11,3070.42,2,4,3,234,3.2,Platinum
955,13632.0,24,5,2118.93,3,3,2,323,2.7,Gold
956,13634.0,33,5,1547.3600000000001,3,3,2,323,2.7,Gold
957,13635.0,67,1,1071.03,2,2,1,212,1.7000000000000002,Silver
958,13636.0,36,5,949.1200000000001,3,2,2,322,2.25,Gold
959,13637.0,52,3,804.3,2,2,2,222,2.0,Silver
960,13638.0,15,1,122.64,4,1,1,411,1.75,Silver
961,13639.0,74,1,1033.34,2,2,1,212,1.7000000000000002,Silver
962,13642.0,215,1,312.28,1,1,1,111,1.0,Bronze
963,13643.0,31,3,519.44,3,2,2,322,2.25,Gold
964,13644.0,16,4,2624.26,4,3,2,423,2.95,Gold
965,13645.0,120,1,252.1,2,1,1,211,1.25,Bronze
966,13647.0,9,4,1648.1200000000001,4,3,2,423,2.95,Gold
967,13649.0,256,2,346.6,1,1,1,111,1.0,Bronze
968,13650.0,16,6,1836.34,4,3,3,433,3.25,Platinum
969,13651.0,35,2,94.2,3,1,1,311,1.5,Silver
970,13652.0,45,3,1095.08,3,2,2,322,2.25,Gold
971,13654.0,43,6,2707.33,3,4,3,334,3.45,Platinum
972,13655.0,114,2,932.97,2,2,1,212,1.7000000000000002,Silver
973,13656.0,164,2,379.65,1,1,1,111,1.0,Bronze
974,13657.0,10,2,382.14,4,1,1,411,1.75,Silver
975,13658.0,9,5,2639.17,4,4,2,424,3.4000000000000004,Platinum
976,13659.0,205,2,1563.0,1,3,1,113,1.9000000000000001,Silver
977,13662.0,85,3,881.26,2,2,2,222,2.0,Silver
978,13663.0,179,1,189.47,1,1,1,111,1.0,Bronze
979,13666.0,60,3,84.65,2,1,2,221,1.55,Silver
980,13667.0,149,1,299.05,1,1,1,111,1.0,Bronze
981,13668.0,2,21,6309.83,4,4,4,444,4.0,Platinum
982,13669.0,50,2,218.54999999999998,3,1,1,311,1.5,Silver
983,13670.0,75,1,349.7,2,1,1,211,1.25,Bronze
984,13672.0,301,2,186.39000000000001,1,1,1,111,1.0,Bronze
985,13673.0,18,2,387.44,3,1,1,311,1.5,Silver
986,13675.0,151,2,486.82000000000005,1,2,1,112,1.4500000000000002,Silver
987,13678.0,151,1,232.6,1,1,1,111,1.0,Bronze
988,13680.0,1,4,3719.12,4,4,2,424,3.4000000000000004,Platinum
989,13681.0,17,4,827.83,4,2,2,422,2.5,Gold
990,13682.0,187,1,59.5,1,1,1,111,1.0,Bronze
991,13684.0,285,1,65.13,1,1,1,111,1.0,Bronze
992,13685.0,2,7,3119.4400000000005,4,4,3,434,3.7,Platinum
993,13686.0,182,1,72.0,1,1,1,111,1.0,Bronze
994,13689.0,63,1,910.0,2,2,1,212,1.7000000000000002,Silver
995,13690.0,59,1,172.25,2,1,1,211,1.25,Bronze
996,13692.0,24,3,1488.3200000000002,3,3,2,323,2.7,Gold
997,13694.0,3,50,65039.62,4,4,4,444,4.0,Platinum
998,13695.0,31,15,2504.13,3,3,4,343,3.3,Platinum
999,13697.0,38,1,151.29999999999998,3,1,1,311,1.5,Silver
1000,13699.0,155,1,308.58000000000004,1,1,1,111,1.0,Bronze
1001,13700.0,26,10,2248.63,3,3,3,333,3.0,Gold
1002,13703.0,318,1,99.5,1,1,1,111,1.0,Bronze
1003,13704.0,5,9,2308.06,4,3,3,433,3.25,Platinum
1004,13705.0,7,3,711.8599999999999,4,2,2,422,2.5,Gold
1005,13706.0,302,1,330.79,1,1,1,111,1.0,Bronze
1006,13707.0,267,2,806.41,1,2,1,112,1.4500000000000002,Silver
1007,13708.0,271,1,285.33,1,1,1,111,1.0,Bronze
1008,13709.0,3,13,6307.649999999999,4,4,3,434,3.7,Platinum
1009,13710.0,31,1,180.48,3,1,1,311,1.5,Silver
1010,13711.0,218,2,252.06,1,1,1,111,1.0,Bronze
1011,13712.0,246,1,228.84,1,1,1,111,1.0,Bronze
1012,13715.0,281,5,1077.39,1,2,2,122,1.75,Silver
1013,13716.0,269,1,138.28,1,1,1,111,1.0,Bronze
1014,13717.0,32,6,1445.01,3,3,3,333,3.0,Gold
1015,13718.0,246,2,306.55,1,1,1,111,1.0,Bronze
1016,13719.0,15,5,1041.68,4,2,2,422,2.5,Gold
1017,13720.0,116,4,799.9000000000001,2,2,2,222,2.0,Silver
1018,13721.0,36,1,524.14,3,2,1,312,1.9500000000000002,Silver
1019,13722.0,131,3,2375.4100000000003,2,3,2,223,2.45,Gold
1020,13723.0,217,1,199.85000000000002,1,1,1,111,1.0,Bronze
1021,13725.0,49,8,1980.56,3,3,3,333,3.0,Gold
1022,13726.0,38,2,1079.66,3,2,1,312,1.9500000000000002,Silver
1023,13727.0,28,2,333.48,3,1,1,311,1.5,Silver
1024,13728.0,36,6,1016.14,3,2,3,332,2.55,Gold
1025,13730.0,135,2,752.5999999999999,2,2,1,212,1.7000000000000002,Silver
1026,13731.0,219,2,610.59,1,2,1,112,1.4500000000000002,Silver
1027,13732.0,28,1,491.86,3,2,1,312,1.9500000000000002,Silver
1028,13735.0,24,4,2883.54,3,4,2,324,3.1500000000000004,Platinum
1029,13736.0,5,2,729.8,4,2,1,412,2.2,Gold
1030,13737.0,200,1,339.59999999999997,1,1,1,111,1.0,Bronze
1031,13739.0,18,1,216.9,3,1,1,311,1.5,Silver
1032,13740.0,240,1,350.75,1,1,1,111,1.0,Bronze
1033,13741.0,71,3,668.4300000000001,2,2,2,222,2.0,Silver
1034,13742.0,16,12,3107.87,4,4,3,434,3.7,Platinum
1035,13743.0,2,7,1341.6,4,3,3,433,3.25,Platinum
1036,13744.0,95,2,1080.52,2,2,1,212,1.7000000000000002,Silver
1037,13745.0,162,1,300.04,1,1,1,111,1.0,Bronze
1038,13747.0,373,1,79.6,1,1,1,111,1.0,Bronze
1039,13748.0,95,5,948.2499999999999,2,2,2,222,2.0,Silver
1040,13750.0,53,5,1647.2599999999998,2,3,2,223,2.45,Gold
1041,13751.0,288,1,296.25,1,1,1,111,1.0,Bronze
1042,13752.0,124,6,1175.38,2,3,3,233,2.75,Gold
1043,13753.0,287,1,741.26,1,2,1,112,1.4500000000000002,Silver
1044,13754.0,151,2,282.6,1,1,1,111,1.0,Bronze
1045,13755.0,3,9,2108.0600000000004,4,3,3,433,3.25,Platinum
1046,13756.0,2,14,5189.52,4,4,4,444,4.0,Platinum
1047,13758.0,11,7,3190.5499999999997,4,4,3,434,3.7,Platinum
1048,13759.0,33,2,659.4100000000001,3,2,1,312,1.9500000000000002,Silver
1049,13760.0,54,2,286.79,2,1,1,211,1.25,Bronze
1050,13761.0,50,2,1070.65,3,2,1,312,1.9500000000000002,Silver
1051,13762.0,218,1,306.72,1,1,1,111,1.0,Bronze
1052,13763.0,63,1,1714.96,2,3,1,213,2.1500000000000004,Gold
1053,13764.0,70,3,1519.42,2,3,2,223,2.45,Gold
1054,13767.0,2,37,17220.36,4,4,4,444,4.0,Platinum
1055,13769.0,2,10,2796.51,4,4,3,434,3.7,Platinum
1056,13771.0,64,4,2634.45,2,4,2,224,2.9000000000000004,Gold
1057,13772.0,33,3,1122.63,3,3,2,323,2.7,Gold
1058,13774.0,81,1,345.0,2,1,1,211,1.25,Bronze
1059,13777.0,0,33,25977.160000000003,4,4,4,444,4.0,Platinum
1060,13778.0,103,1,178.7,2,1,1,211,1.25,Bronze
1061,13780.0,7,2,360.01000000000005,4,1,1,411,1.75,Silver
1062,13781.0,250,1,127.84,1,1,1,111,1.0,Bronze
1063,13782.0,12,6,908.8599999999999,4,2,3,432,2.8,Gold
1064,13784.0,9,11,2462.79,4,3,3,433,3.25,Platinum
1065,13786.0,367,1,230.39999999999998,1,1,1,111,1.0,Bronze
1066,13787.0,75,2,309.04,2,1,1,211,1.25,Bronze
1067,13790.0,4,1,348.8,4,1,1,411,1.75,Silver
1068,13791.0,127,2,1516.0,2,3,1,213,2.1500000000000004,Gold
1069,13792.0,66,2,195.55,2,1,1,211,1.25,Bronze
1070,13798.0,1,57,37153.85,4,4,4,444,4.0,Platinum
1071,13799.0,116,2,688.8599999999999,2,2,1,212,1.7000000000000002,Silver
1072,13800.0,309,1,558.32,1,2,1,112,1.4500000000000002,Silver
1073,13801.0,66,1,324.8,2,1,1,211,1.25,Bronze
1074,13802.0,138,3,4599.42,2,4,2,224,2.9000000000000004,Gold
1075,13803.0,255,1,277.07,1,1,1,111,1.0,Bronze
1076,13804.0,30,7,2588.39,3,3,3,333,3.0,Gold
1077,13805.0,52,2,924.6,2,2,1,212,1.7000000000000002,Silver
1078,13806.0,63,1,256.38,2,1,1,211,1.25,Bronze
1079,13807.0,367,1,112.6,1,1,1,111,1.0,Bronze
1080,13808.0,5,5,1747.66,4,3,2,423,2.95,Gold
1081,13809.0,305,1,155.05,1,1,1,111,1.0,Bronze
1082,13810.0,28,3,1499.01,3,3,2,323,2.7,Gold
1083,13811.0,183,3,814.5,1,2,2,122,1.75,Silver
1084,13812.0,42,3,539.0,3,2,2,322,2.25,Gold
1085,13813.0,39,4,1366.86,3,3,2,323,2.7,Gold
1086,13814.0,92,2,1579.12,2,3,1,213,2.1500000000000004,Gold
1087,13815.0,22,4,4027.3599999999997,3,4,2,324,3.1500000000000004,Platinum
1088,13816.0,23,2,571.6700000000001,3,2,1,312,1.9500000000000002,Silver
1089,13817.0,29,2,382.98,3,1,1,311,1.5,Silver
1090,13819.0,301,3,1140.35,1,3,2,123,2.2,Gold
1091,13821.0,144,2,385.64,1,1,1,111,1.0,Bronze
1092,13822.0,5,2,632.0,4,2,1,412,2.2,Gold
1093,13823.0,18,2,957.66,3,2,1,312,1.9500000000000002,Silver
1094,13824.0,32,5,1698.94,3,3,2,323,2.7,Gold
1095,13826.0,176,1,189.5,1,1,1,111,1.0,Bronze
1096,13827.0,57,3,409.8,2,2,2,222,2.0,Silver
1097,13828.0,22,1,209.49,3,1,1,311,1.5,Silver
1098,13831.0,16,6,2198.45,4,3,3,433,3.25,Platinum
1099,13832.0,19,1,52.199999999999996,3,1,1,311,1.5,Silver
1100,13833.0,159,1,383.85,1,1,1,111,1.0,Bronze
1101,13835.0,25,4,834.5699999999998,3,2,2,322,2.25,Gold
1102,13837.0,211,2,266.59000000000003,1,1,1,111,1.0,Bronze
1103,13838.0,5,4,674.8199999999999,4,2,2,422,2.5,Gold
1104,13841.0,252,1,85.0,1,1,1,111,1.0,Bronze
1105,13842.0,58,9,3385.62,2,4,3,234,3.2,Platinum
1106,13844.0,11,1,361.62,4,1,1,411,1.75,Silver
1107,13845.0,64,1,312.98,2,1,1,211,1.25,Bronze
1108,13846.0,24,3,865.06,3,2,2,322,2.25,Gold
1109,13848.0,92,3,1255.0,2,3,2,223,2.45,Gold
1110,13849.0,51,2,1537.9499999999998,2,3,1,213,2.1500000000000004,Gold
1111,13850.0,129,1,1595.48,2,3,1,213,2.1500000000000004,Gold
1112,13851.0,95,3,2651.46,2,4,2,224,2.9000000000000004,Gold
1113,13853.0,57,1,1090.14,2,2,1,212,1.7000000000000002,Silver
1114,13854.0,8,25,8109.5199999999995,4,4,4,444,4.0,Platinum
1115,13856.0,168,3,388.5,1,1,2,121,1.3,Bronze
1116,13858.0,57,1,216.17,2,1,1,211,1.25,Bronze
1117,13859.0,326,1,201.16,1,1,1,111,1.0,Bronze
1118,13860.0,1,5,1245.8999999999999,4,3,2,423,2.95,Gold
1119,13862.0,18,8,2209.3599999999997,3,3,3,333,3.0,Gold
1120,13863.0,247,1,305.78,1,1,1,111,1.0,Bronze
1121,13865.0,58,4,501.55999999999995,2,2,2,222,2.0,Silver
1122,13866.0,74,1,145.67000000000002,2,1,1,211,1.25,Bronze
1123,13867.0,31,3,1005.09,3,2,2,322,2.25,Gold
1124,13868.0,7,2,3192.54,4,4,1,414,3.1,Platinum
1125,13869.0,123,4,3083.6499999999996,2,4,2,224,2.9000000000000004,Gold
1126,13870.0,2,8,2770.9399999999996,4,4,3,434,3.7,Platinum
1127,13871.0,22,13,6403.250000000001,3,4,3,334,3.45,Platinum
1128,13873.0,119,3,389.6,2,1,2,221,1.55,Silver
1129,13874.0,358,1,540.45,1,2,1,112,1.4500000000000002,Silver
1130,13875.0,53,5,1786.7900000000002,2,3,2,223,2.45,Gold
1131,13876.0,63,1,122.7,2,1,1,211,1.25,Bronze
1132,13877.0,86,1,117.24,2,1,1,211,1.25,Bronze
1133,13878.0,54,1,1271.57,2,3,1,213,2.1500000000000004,Gold
1134,13880.0,21,13,3219.77,3,4,3,334,3.45,Platinum
1135,13881.0,3,20,17159.52,4,4,4,444,4.0,Platinum
1136,13882.0,2,5,1191.1299999999999,4,3,2,423,2.95,Gold
1137,13883.0,10,5,2674.4800000000005,4,4,2,424,3.4000000000000004,Platinum
1138,13884.0,7,5,787.6,4,2,2,422,2.5,Gold
1139,13885.0,189,2,506.79999999999995,1,2,1,112,1.4500000000000002,Silver
1140,13886.0,71,1,243.56,2,1,1,211,1.25,Bronze
1141,13887.0,204,1,349.55,1,1,1,111,1.0,Bronze
1142,13888.0,119,2,595.6700000000001,2,2,1,212,1.7000000000000002,Silver
1143,13889.0,92,1,416.90000000000003,2,2,1,212,1.7000000000000002,Silver
1144,13890.0,1,10,1883.81,4,3,3,433,3.25,Platinum
1145,13892.0,26,4,632.97,3,2,2,322,2.25,Gold
1146,13893.0,297,1,821.1,1,2,1,112,1.4500000000000002,Silver
1147,13894.0,23,3,564.62,3,2,2,322,2.25,Gold
1148,13895.0,28,4,2593.07,3,3,2,323,2.7,Gold
1149,13897.0,50,1,311.16,3,1,1,311,1.5,Silver
1150,13898.0,325,1,155.93,1,1,1,111,1.0,Bronze
1151,13899.0,16,2,388.52,4,1,1,411,1.75,Silver
1152,13900.0,183,3,740.95,1,2,2,122,1.75,Silver
1153,13901.0,72,5,2867.2000000000003,2,4,2,224,2.9000000000000004,Gold
1154,13904.0,37,2,332.64,3,1,1,311,1.5,Silver
1155,13908.0,79,4,2369.55,2,3,2,223,2.45,Gold
1156,13911.0,57,9,2580.9100000000003,2,3,3,233,2.75,Gold
1157,13914.0,11,2,626.45,4,2,1,412,2.2,Gold
1158,13917.0,49,2,272.03999999999996,3,1,1,311,1.5,Silver
1159,13918.0,49,2,1212.84,3,3,1,313,2.4000000000000004,Gold
1160,13919.0,59,2,384.81,2,1,1,211,1.25,Bronze
1161,13922.0,351,1,172.25,1,1,1,111,1.0,Bronze
1162,13923.0,53,1,351.13,2,1,1,211,1.25,Bronze
1163,13924.0,1,6,1838.85,4,3,3,433,3.25,Platinum
1164,13925.0,92,4,678.25,2,2,2,222,2.0,Silver
1165,13926.0,23,1,223.85000000000002,3,1,1,311,1.5,Silver
1166,13927.0,74,1,348.99,2,1,1,211,1.25,Bronze
1167,13928.0,10,4,464.56999999999994,4,2,2,422,2.5,Gold
1168,13929.0,169,2,842.65,1,2,1,112,1.4500000000000002,Silver
1169,13930.0,57,2,337.34,2,1,1,211,1.25,Bronze
1170,13931.0,95,2,1237.5300000000002,2,3,1,213,2.1500000000000004,Gold
1171,13932.0,294,1,307.4,1,1,1,111,1.0,Bronze
1172,13933.0,109,2,608.79,2,2,1,212,1.7000000000000002,Silver
1173,13934.0,263,1,922.1,1,2,1,112,1.4500000000000002,Silver
1174,13936.0,179,1,376.58,1,1,1,111,1.0,Bronze
1175,13937.0,169,1,158.85,1,1,1,111,1.0,Bronze
1176,13938.0,35,1,71.66,3,1,1,311,1.5,Silver
1177,13939.0,23,3,568.5500000000001,3,2,2,322,2.25,Gold
1178,13940.0,17,4,839.14,4,2,2,422,2.5,Gold
1179,13941.0,21,5,5112.96,3,4,2,324,3.1500000000000004,Platinum
1180,13946.0,79,3,561.57,2,2,2,222,2.0,Silver
1181,13947.0,65,1,90.6,2,1,1,211,1.25,Bronze
1182,13948.0,360,1,102.0,1,1,1,111,1.0,Bronze
1183,13949.0,2,6,2427.32,4,3,3,433,3.25,Platinum
1184,13950.0,11,4,745.06,4,2,2,422,2.5,Gold
1185,13951.0,176,3,674.4499999999999,1,2,2,122,1.75,Silver
1186,13952.0,217,2,3251.071,1,4,1,114,2.35,Gold
1187,13953.0,7,7,3515.6800000000003,4,4,3,434,3.7,Platinum
1188,13954.0,1,2,439.91999999999996,4,2,1,412,2.2,Gold
1189,13955.0,154,2,322.96,1,1,1,111,1.0,Bronze
1190,13956.0,5,5,1019.27,4,2,2,422,2.5,Gold
1191,13959.0,79,3,594.04,2,2,2,222,2.0,Silver
1192,13960.0,21,2,230.22,3,1,1,311,1.5,Silver
1193,13962.0,21,2,169.55,3,1,1,311,1.5,Silver
1194,13963.0,308,4,664.5400000000001,1,2,2,122,1.75,Silver
1195,13967.0,145,1,80.7,1,1,1,111,1.0,Bronze
1196,13969.0,7,18,9024.170000000002,4,4,4,444,4.0,Platinum
1197,13971.0,18,8,2758.26,3,4,3,334,3.45,Platinum
1198,13972.0,70,2,190.25,2,1,1,211,1.25,Bronze
1199,13973.0,287,1,264.7,1,1,1,111,1.0,Bronze
1200,13974.0,49,1,413.59000000000003,3,2,1,312,1.9500000000000002,Silver
1201,13975.0,31,6,2461.2400000000002,3,3,3,333,3.0,Gold
1202,13976.0,206,1,357.98,1,1,1,111,1.0,Bronze
1203,13978.0,14,2,196.79000000000002,4,1,1,411,1.75,Silver
1204,13979.0,73,1,869.87,2,2,1,212,1.7000000000000002,Silver
1205,13980.0,60,1,200.14,2,1,1,211,1.25,Bronze
1206,13982.0,39,4,1871.81,3,3,2,323,2.7,Gold
1207,13983.0,29,12,2603.43,3,3,3,333,3.0,Gold
1208,13984.0,26,5,920.51,3,2,2,322,2.25,Gold
1209,13985.0,4,15,7060.130000000001,4,4,4,444,4.0,Platinum
1210,13986.0,17,1,320.46,4,1,1,411,1.75,Silver
1211,13988.0,19,6,4147.96,3,4,3,334,3.45,Platinum
1212,13989.0,65,2,1266.08,2,3,1,213,2.1500000000000004,Gold
1213,13990.0,213,1,311.3,1,1,1,111,1.0,Bronze
1214,13991.0,12,6,852.88,4,2,3,432,2.8,Gold
1215,13992.0,30,1,76.8,3,1,1,311,1.5,Silver
1216,13993.0,42,9,3466.36,3,4,3,334,3.45,Platinum
1217,13994.0,3,6,2274.14,4,3,3,433,3.25,Platinum
1218,13995.0,15,5,1393.69,4,3,2,423,2.95,Gold
1219,13999.0,10,12,3901.8100000000004,4,4,3,434,3.7,Platinum
1220,14000.0,211,1,635.66,1,2,1,112,1.4500000000000002,Silver
1221,14001.0,45,3,2043.08,3,3,2,323,2.7,Gold
1222,14002.0,134,2,529.73,2,2,1,212,1.7000000000000002,Silver
1223,14004.0,43,7,4582.64,3,4,3,334,3.45,Platinum
1224,14005.0,9,5,2874.7200000000003,4,4,2,424,3.4000000000000004,Platinum
1225,14006.0,115,3,962.1899999999999,2,2,2,222,2.0,Silver
1226,14009.0,198,2,695.61,1,2,1,112,1.4500000000000002,Silver
1227,14012.0,277,1,328.8,1,1,1,111,1.0,Bronze
1228,14013.0,110,3,473.02,2,2,2,222,2.0,Silver
1229,14014.0,77,1,505.18,2,2,1,212,1.7000000000000002,Silver
1230,14015.0,52,1,917.34,2,2,1,212,1.7000000000000002,Silver
1231,14016.0,161,4,4341.21,1,4,2,124,2.65,Gold
1232,14019.0,46,3,1421.61,3,3,2,323,2.7,Gold
1233,14020.0,16,2,642.8,4,2,1,412,2.2,Gold
1234,14021.0,155,3,631.9,1,2,2,122,1.75,Silver
1235,14022.0,225,1,440.0,1,2,1,112,1.4500000000000002,Silver
1236,14023.0,7,2,584.0699999999999,4,2,1,412,2.2,Gold
1237,14024.0,121,2,327.7,2,1,1,211,1.25,Bronze
1238,14027.0,60,1,104.82,2,1,1,211,1.25,Bronze
1239,14029.0,63,2,467.65999999999997,2,2,1,212,1.7000000000000002,Silver
1240,14030.0,18,8,2358.84,3,3,3,333,3.0,Gold
1241,14031.0,7,19,17286.859999999997,4,4,4,444,4.0,Platinum
1242,14032.0,2,11,2975.59,4,4,3,434,3.7,Platinum
1243,14034.0,22,3,648.89,3,2,2,322,2.25,Gold
1244,14035.0,28,5,1428.02,3,3,2,323,2.7,Gold
1245,14036.0,284,1,626.65,1,2,1,112,1.4500000000000002,Silver
1246,14037.0,176,2,147.2,1,1,1,111,1.0,Bronze
1247,14038.0,78,3,1560.38,2,3,2,223,2.45,Gold
1248,14039.0,33,1,152.2,3,1,1,311,1.5,Silver
1249,14040.0,40,12,3560.3200000000006,3,4,3,334,3.45,Platinum
1250,14041.0,266,1,141.41,1,1,1,111,1.0,Bronze
1251,14044.0,26,4,646.4200000000001,3,2,2,322,2.25,Gold
1252,14045.0,109,4,1659.75,2,3,2,223,2.45,Gold
1253,14046.0,284,1,154.99,1,1,1,111,1.0,Bronze
1254,14047.0,8,5,1308.6100000000001,4,3,2,423,2.95,Gold
1255,14048.0,305,1,409.93,1,2,1,112,1.4500000000000002,Silver
1256,14049.0,16,4,5578.719999999999,4,4,2,424,3.4000000000000004,Platinum
1257,14050.0,31,2,746.36,3,2,1,312,1.9500000000000002,Silver
1258,14051.0,0,23,15610.390000000001,4,4,4,444,4.0,Platinum
1259,14052.0,19,1,225.36,3,1,1,311,1.5,Silver
1260,14053.0,124,2,260.25,2,1,1,211,1.25,Bronze
1261,14054.0,65,1,92.46,2,1,1,211,1.25,Bronze
1262,14055.0,106,1,725.6400000000001,2,2,1,212,1.7000000000000002,Silver
1263,14056.0,1,23,8152.710000000001,4,4,4,444,4.0,Platinum
1264,14057.0,23,17,6211.659999999999,3,4,4,344,3.75,Platinum
1265,14059.0,266,1,183.6,1,1,1,111,1.0,Bronze
1266,14060.0,4,19,6140.42,4,4,4,444,4.0,Platinum
1267,14062.0,9,12,10464.850000000002,4,4,3,434,3.7,Platinum
1268,14064.0,29,5,1334.34,3,3,2,323,2.7,Gold
1269,14066.0,266,1,152.55,1,1,1,111,1.0,Bronze
1270,14067.0,63,2,374.7,2,1,1,211,1.25,Bronze
1271,14068.0,320,1,265.85,1,1,1,111,1.0,Bronze
1272,14071.0,3,8,1437.5700000000002,4,3,3,433,3.25,Platinum
1273,14073.0,32,1,151.04,3,1,1,311,1.5,Silver
1274,14075.0,4,3,942.26,4,2,2,422,2.5,Gold
1275,14076.0,129,1,118.67,2,1,1,211,1.25,Bronze
1276,14077.0,40,5,499.41999999999996,3,2,2,322,2.25,Gold
1277,14078.0,101,6,1049.37,2,2,3,232,2.3,Gold
1278,14079.0,124,1,375.1,2,1,1,211,1.25,Bronze
1279,14080.0,32,1,45.599999999999994,3,1,1,311,1.5,Silver
1280,14081.0,302,2,921.62,1,2,1,112,1.4500000000000002,Silver
1281,14082.0,364,1,182.25,1,1,1,111,1.0,Bronze
1282,14083.0,4,9,1002.8999999999999,4,2,3,432,2.8,Gold
1283,14085.0,2,18,4421.289999999999,4,4,4,444,4.0,Platinum
1284,14087.0,2,1,191.47,4,1,1,411,1.75,Silver
1285,14088.0,10,13,50491.80999999999,4,4,3,434,3.7,Platinum
